,year,franchise,kpg
250,1916,MIN,3.754716981
251,1916,NYY,4.051282051
252,1916,OAK,4.097402597
253,1916,PHI,3.707792208
254,1916,PIT,3.936305732
255,1916,SFG,3.6
256,1916,STL,4.254901961
257,1917,ATL,3.738853503
258,1917,BAL,3.483870968
259,1917,BOS,3.012738854
260,1917,CHC,3.815286624
261,1917,CHW,3.070512821
262,1917,CIN,3.038216561
263,1917,CLE,3.820512821
264,1917,DET,3.090909091
265,1917,LAD,3.378205128
266,1917,MIN,3.656050955
267,1917,NYY,3.451612903
268,1917,OAK,3.37012987
269,1917,PHI,3.461038961
270,1917,PIT,3.694267516
271,1917,SFG,3.373417722
272,1917,STL,4.233766234
273,1918,ATL,3.532258065
274,1918,BAL,2.764227642
275,1918,BOS,2.571428571
276,1918,CHC,2.618320611
277,1918,CHW,2.887096774
278,1918,CIN,2.348837209
279,1918,CLE,2.992248062
280,1918,DET,2.96875
281,1918,LAD,2.587301587
282,1918,MIN,2.776923077
283,1918,NYY,2.936507937
284,1918,OAK,3.730769231
285,1918,PHI,3.2
286,1918,PIT,2.261904762
287,1918,SFG,2.943548387
288,1918,STL,3.519083969
289,1919,ATL,3.435714286
290,1919,BAL,3.164285714
291,1919,BOS,2.97826087
292,1919,CHC,2.564285714
293,1919,CHW,2.557142857
294,1919,CIN,2.628571429
295,1919,CLE,2.64028777
296,1919,DET,3.05
297,1919,LAD,2.872340426
298,1919,MIN,3.598591549
299,1919,NYY,3.397163121
300,1919,OAK,4.035714286
301,1919,PHI,3.398550725
302,1919,PIT,2.741007194
303,1919,SFG,2.907142857
304,1919,STL,3.028985507
305,1920,ATL,3.189542484
306,1920,BAL,2.194805195
307,1920,BOS,2.779220779
308,1920,CHC,2.733766234
309,1920,CHW,2.272727273
310,1920,CIN,2.383116883
311,1920,CLE,2.441558442
312,1920,DET,2.509677419
313,1920,LAD,2.522580645
314,1920,MIN,3.516339869
315,1920,NYY,4.032467532
316,1920,OAK,3.685897436
317,1920,PHI,3.470588235
318,1920,PIT,2.612903226
319,1920,SFG,3.516129032
320,1920,STL,3.122580645
321,1921,ATL,3.071895425
322,1921,BAL,2.61038961
323,1921,BOS,2.233766234
324,1921,CHC,2.444444444
325,1921,CHW,3.116883117
326,1921,CIN,2.013071895
327,1921,CLE,2.422077922
328,1921,DET,2.422077922
329,1921,LAD,2.631578947
330,1921,MIN,3.025974026
331,1921,NYY,3.732026144
332,1921,OAK,3.677419355
333,1921,PHI,3.993506494
334,1921,PIT,2.409090909
335,1921,SFG,2.549019608
336,1921,STL,2.935064935
337,1922,ATL,2.928571429
338,1922,BAL,2.467532468
339,1922,BOS,2.909090909
340,1922,CHC,2.865384615
341,1922,CHW,2.974193548
342,1922,CIN,2.442307692
343,1922,CLE,2.148387097
344,1922,DET,2.464516129
345,1922,LAD,2.051612903
346,1922,MIN,2.902597403
347,1922,NYY,3.435064935
348,1922,OAK,3.806451613
349,1922,PHI,3.967532468
350,1922,PIT,2.103225806
351,1922,SFG,2.698717949
352,1922,STL,2.75974026
353,1923,ATL,2.606451613
354,1923,BAL,2.75974026
355,1923,BOS,3.123376623
356,1923,CHC,3.149350649
357,1923,CHW,2.91025641
358,1923,CIN,2.383116883
359,1923,CLE,2.490196078
360,1923,DET,2.477419355
361,1923,LAD,2.464516129
362,1923,MIN,2.903225806
363,1923,NYY,3.388157895
364,1923,OAK,3.418300654
365,1923,PHI,3.587096774
366,1923,PIT,2.350649351
367,1923,SFG,2.653594771
368,1923,STL,2.896103896
369,1924,ATL,2.928571429
370,1924,BAL,2.287581699
371,1924,BOS,2.700636943
372,1924,CHC,3.383116883
373,1924,CHW,2.707792208
374,1924,CIN,2.183006536
375,1924,CLE,2.37254902
376,1924,DET,2.532051282
377,1924,LAD,2.318181818
378,1924,MIN,2.487179487
379,1924,NYY,2.732026144
380,1924,OAK,3.157894737
381,1924,PHI,2.973684211
382,1924,PIT,2.588235294
383,1924,SFG,3.11038961
384,1924,STL,2.714285714
385,1925,ATL,2.483660131
386,1925,BAL,2.422077922
387,1925,BOS,2.769736842
388,1925,CHC,3.051948052
389,1925,CHW,2.62987013
390,1925,CIN,2.137254902
391,1925,CLE,2.44516129
392,1925,DET,2.461538462
393,1925,LAD,2.503267974
394,1925,MIN,2.763157895
395,1925,NYY,3.076923077
396,1925,OAK,2.810457516
397,1925,PHI,3.54248366
398,1925,PIT,2.37254902
399,1925,SFG,3.25
400,1925,STL,2.705882353
401,1926,ATL,2.274509804
402,1926,BAL,2.967741935
403,1926,BOS,2.863636364
404,1926,CHC,2.883870968
405,1926,CHW,2.438709677
406,1926,CIN,2.121019108
407,1926,CLE,2.084415584
408,1926,DET,2.694267516
409,1926,LAD,2.993548387
410,1926,MIN,2.388157895
411,1926,NYY,3.741935484
412,1926,OAK,3.013333333
413,1926,PHI,3.151315789
414,1926,PIT,2.229299363
415,1926,SFG,2.781456954
416,1926,STL,3.320512821
417,1927,ATL,2.341935484
418,1927,BAL,2.690322581
419,1927,BOS,3.090909091
420,1927,CHC,3.215686275
421,1927,CHW,2.660130719
422,1927,CIN,2.169934641
423,1927,CLE,2.418300654
424,1927,DET,2.692307692
425,1927,LAD,3.207792208
426,1927,MIN,2.375796178
427,1927,NYY,3.935483871
428,1927,OAK,2.096774194
429,1927,PHI,3.109677419
430,1927,PIT,2.275641026
431,1927,SFG,2.980645161
432,1927,STL,3.339869281
433,1928,ATL,2.464052288
434,1928,BAL,3.077922078
435,1928,BOS,3.337662338
436,1928,CHC,3.357142857
437,1928,CHW,3.129032258
