franchise,kpg,year
SPDYNLE00MAIN,1.020408163,1961
SPDYNLE00MAIN,54.08163265,1988
SPDYNLE00MAIN,56.12244898,1989
SPDYNLE00MAIN,80.6122449,2001
SPDYNLE00MAIN,100,2011
SPDYNLE00MAIN,97.95918367,2010
SPDYNLE00MAIN,0,2012
SPDYNLE00MAIN,88.7755102,2005
SPDYNLE00MAIN,5.102040816,1968
SPDYNLE00MAIN,7.142857143,1969
SPDYNLE00MAIN,60.20408163,1991
SPDYNLE00MAIN,58.16326531,1990
SPDYNLE00MAIN,64.28571429,1993
SPDYNLE00MAIN,62.24489796,1992
SPDYNLE00MAIN,68.36734694,1995
SPDYNLE00MAIN,66.32653061,1994
SPDYNLE00MAIN,72.44897959,1997
SPDYNLE00MAIN,70.40816327,1996
SPDYNLE00MAIN,76.53061224,1999
SPDYNLE00MAIN,74.48979592,1998
SPDYNLE00MAIN,24.48979592,1975
SPDYNLE00MAIN,32.65306122,1978
SPDYNLE00MAIN,18.36734694,1973
SPDYNLE00MAIN,15.30612245,1972
SPDYNLE00MAIN,12.24489796,1971
SPDYNLE00MAIN,9.183673469,1970
SPDYNLE00MAIN,82.65306122,2002
SPDYNLE00MAIN,29.59183673,1977
SPDYNLE00MAIN,78.57142857,2000
SPDYNLE00MAIN,90.81632653,2006
SPDYNLE00MAIN,92.85714286,2007
SPDYNLE00MAIN,86.73469388,2004
SPDYNLE00MAIN,35.71428571,1979
SPDYNLE00MAIN,94.89795918,2008
SPDYNLE00MAIN,96.93877551,2009
SPDYNLE00IN,29.24528302,1976
SPDYNLE00IN,86.79245283,2003
SPDYNLE00IN,1.886792453,1962
SPDYNLE00IN,2.830188679,1963
SPDYNLE00IN,24.52830189,1974
SPDYNLE00IN,52.83018868,1986
SPDYNLE00IN,54.71698113,1987
SPDYNLE00IN,50,1984
SPDYNLE00IN,50.94339623,1985
SPDYNLE00IN,45.28301887,1982
SPDYNLE00IN,48.11320755,1983
SPDYNLE00IN,40.56603774,1980
SPDYNLE00IN,43.39622642,1981
SPDYNLE00IN,3.773584906,1964
SPDYNLE00IN,4.716981132,1965
SPDYNLE00IN,5.660377358,1966
SPDYNLE00IN,6.603773585,1967
SPDYNLE00IN,0,1960
SPDYNLE00IN,0.943396226,1961
SPDYNLE00IN,55.66037736,1988
SPDYNLE00IN,57.54716981,1989
SPDYNLE00IN,83.01886792,2001
SPDYNLE00IN,100,2011
SPDYNLE00IN,99.05660377,2010
SPDYNLE00IN,0,2012
SPDYNLE00IN,90.56603774,2005
SPDYNLE00IN,8.490566038,1968
SPDYNLE00IN,10.37735849,1969
SPDYNLE00IN,62.26415094,1991
SPDYNLE00IN,59.43396226,1990
SPDYNLE00IN,66.03773585,1993
SPDYNLE00IN,64.1509434,1992
SPDYNLE00IN,70.75471698,1995
SPDYNLE00IN,67.9245283,1994
SPDYNLE00IN,74.52830189,1997
SPDYNLE00IN,72.64150943,1996
SPDYNLE00IN,78.30188679,1999
SPDYNLE00IN,76.41509434,1998
SPDYNLE00IN,26.41509434,1975
SPDYNLE00IN,34.90566038,1978
SPDYNLE00IN,21.69811321,1973
SPDYNLE00IN,18.86792453,1972
SPDYNLE00IN,16.03773585,1971
SPDYNLE00IN,13.20754717,1970
SPDYNLE00IN,84.90566038,2002
SPDYNLE00IN,32.0754717,1977
SPDYNLE00IN,80.18867925,2000
SPDYNLE00IN,91.50943396,2006
SPDYNLE00IN,93.39622642,2007
SPDYNLE00IN,88.67924528,2004
SPDYNLE00IN,37.73584906,1979
SPDYNLE00IN,95.28301887,2008
SPDYNLE00IN,97.16981132,2009
AGPRDLVSKXD,36.16236162,1976
AGPRDLVSKXD,47.04797048,2003
AGPRDLVSKXD,10.88560886,1962
AGPRDLVSKXD,20.4797048,1963
AGPRDLVSKXD,10.88560886,1974
AGPRDLVSKXD,43.17343173,1986
AGPRDLVSKXD,32.28782288,1987
AGPRDLVSKXD,27.30627306,1984
AGPRDLVSKXD,37.63837638,1985
AGPRDLVSKXD,26.93726937,1982
AGPRDLVSKXD,23.24723247,1983
AGPRDLVSKXD,36.900369,1980
AGPRDLVSKXD,40.40590406,1981
AGPRDLVSKXD,0,1964
AGPRDLVSKXD,0.73800738,1965
AGPRDLVSKXD,14.94464945,1966
AGPRDLVSKXD,21.77121771,1967
AGPRDLVSKXD,3.136531365,1960
AGPRDLVSKXD,3.136531365,1961
AGPRDLVSKXD,27.49077491,1988
AGPRDLVSKXD,31.18081181,1989
AGPRDLVSKXD,50.73800738,2001
AGPRDLVSKXD,71.40221402,2011
AGPRDLVSKXD,74.1697417,2010
AGPRDLVSKXD,0,2012
AGPRDLVSKXD,77.8597786,2005
AGPRDLVSKXD,23.43173432,1968
AGPRDLVSKXD,35.05535055,1969
AGPRDLVSKXD,41.69741697,1991
AGPRDLVSKXD,45.20295203,1990
AGPRDLVSKXD,47.60147601,1993
AGPRDLVSKXD,39.29889299,1992
AGPRDLVSKXD,55.53505535,1995
AGPRDLVSKXD,54.61254613,1994
AGPRDLVSKXD,54.98154982,1997
AGPRDLVSKXD,52.95202952,1996
AGPRDLVSKXD,64.7601476,1999
AGPRDLVSKXD,49.44649446,1998
AGPRDLVSKXD,22.32472325,1975
AGPRDLVSKXD,48.15498155,1978
AGPRDLVSKXD,9.778597786,1973
AGPRDLVSKXD,12.73062731,1972
AGPRDLVSKXD,4.981549815,1971
AGPRDLVSKXD,24.35424354,1970
AGPRDLVSKXD,42.6199262,2002
AGPRDLVSKXD,38.00738007,1977
AGPRDLVSKXD,62.91512915,2000
AGPRDLVSKXD,81.5498155,2006
AGPRDLVSKXD,87.08487085,2007
AGPRDLVSKXD,62.54612546,2004
AGPRDLVSKXD,43.54243542,1979
AGPRDLVSKXD,88.9298893,2008
AGPRDLVSKXD,100,2009
ITCELSETS,0,1976
ITCELSETS,14.25454545,2003
ITCELSETS,0,1962
ITCELSETS,0,1963
ITCELSETS,0,1974
ITCELSETS,0,1986
ITCELSETS,0,1987
ITCELSETS,0,1984
ITCELSETS,0,1985
ITCELSETS,0,1982
ITCELSETS,0,1983
ITCELSETS,0,1980
ITCELSETS,0,1981
ITCELSETS,0,1964
ITCELSETS,0,1965
ITCELSETS,0,1966
ITCELSETS,0,1967
ITCELSETS,0,1960
ITCELSETS,0,1961
ITCELSETS,0,1988
ITCELSETS,0.004181818,1989
ITCELSETS,12.25454545,2001
ITCELSETS,100,2011
ITCELSETS,97.63636364,2010
ITCELSETS,0,2012
ITCELSETS,40.36363636,2005
ITCELSETS,0,1968
ITCELSETS,0,1969
ITCELSETS,0.045454545,1991
ITCELSETS,0.021818182,1990
ITCELSETS,0.203636364,1993
ITCELSETS,0.084727273,1992
ITCELSETS,0.736363636,1995
ITCELSETS,0.438181818,1994
ITCELSETS,3.654545455,1997
ITCELSETS,1.212727273,1996
ITCELSETS,7,1999
ITCELSETS,4.854545455,1998
ITCELSETS,0,1975
ITCELSETS,0,1978
ITCELSETS,0,1973
ITCELSETS,0,1972
ITCELSETS,0,1971
ITCELSETS,0,1970
ITCELSETS,11.94545455,2002
ITCELSETS,0,1977
ITCELSETS,11.8,2000
ITCELSETS,57.27272727,2006
ITCELSETS,73.45454545,2007
ITCELSETS,24.54545455,2004
ITCELSETS,0,1979
ITCELSETS,84.54545455,2008
ITCELSETS,95.45454545,2009
ITCELSETSP2,0,1976
ITCELSETSP2,15.25925926,2003
ITCELSETSP2,0,1962
ITCELSETSP2,0,1963
ITCELSETSP2,0,1974
ITCELSETSP2,0,1986
ITCELSETSP2,0,1987
ITCELSETSP2,0,1984
ITCELSETSP2,0,1985
ITCELSETSP2,0,1982
ITCELSETSP2,0,1983
ITCELSETSP2,0,1980
ITCELSETSP2,0,1981
ITCELSETSP2,0,1964
ITCELSETSP2,0,1965
ITCELSETSP2,0,1966
ITCELSETSP2,0,1967
ITCELSETSP2,0,1960
ITCELSETSP2,0,1961
ITCELSETSP2,0,1988
ITCELSETSP2,0.005296296,1989
ITCELSETSP2,13.40740741,2001
ITCELSETSP2,100,2011
ITCELSETSP2,98.51851852,2010
ITCELSETSP2,0,2012
ITCELSETSP2,42.44444444,2005
ITCELSETSP2,0,1968
ITCELSETSP2,0,1969
ITCELSETSP2,0.055925926,1991
ITCELSETSP2,0.027259259,1990
ITCELSETSP2,0.244444444,1993
ITCELSETSP2,0.102962963,1992
ITCELSETSP2,0.859259259,1995
ITCELSETSP2,0.519259259,1994
ITCELSETSP2,4.17037037,1997
ITCELSETSP2,1.4,1996
ITCELSETSP2,7.777777778,1999
ITCELSETSP2,5.474074074,1998
ITCELSETSP2,0,1975
ITCELSETSP2,0,1978
ITCELSETSP2,0,1973
ITCELSETSP2,0,1972
ITCELSETSP2,0,1971
ITCELSETSP2,0,1970
ITCELSETSP2,12.88888889,2002
ITCELSETSP2,0,1977
ITCELSETSP2,13.03703704,2000
ITCELSETSP2,59.77777778,2006
ITCELSETSP2,76.2962963,2007
ITCELSETSP2,26.07407407,2004
ITCELSETSP2,0,1979
ITCELSETSP2,86.66666667,2008
ITCELSETSP2,97.03703704,2009
SPPOPTOTL,29.35323383,1976
SPPOPTOTL,86.56716418,2003
SPPOPTOTL,3.482587065,1962
SPPOPTOTL,4.975124378,1963
SPPOPTOTL,24.87562189,1974
SPPOPTOTL,50.74626866,1986
SPPOPTOTL,53.23383085,1987
SPPOPTOTL,46.26865672,1984
SPPOPTOTL,48.25870647,1985
SPPOPTOTL,41.79104478,1982
SPPOPTOTL,43.78109453,1983
SPPOPTOTL,37.31343284,1980
SPPOPTOTL,39.80099502,1981
SPPOPTOTL,6.965174129,1964
SPPOPTOTL,8.457711443,1965
SPPOPTOTL,9.950248756,1966
SPPOPTOTL,11.44278607,1967
SPPOPTOTL,0,1960
SPPOPTOTL,1.990049751,1961
SPPOPTOTL,55.2238806,1988
SPPOPTOTL,57.71144279,1989
SPPOPTOTL,83.08457711,2001
SPPOPTOTL,100,2011
SPPOPTOTL,98.50746269,2010
SPPOPTOTL,0,2012
SPPOPTOTL,89.55223881,2005
SPPOPTOTL,13.43283582,1968
SPPOPTOTL,14.92537313,1969
SPPOPTOTL,62.18905473,1991
SPPOPTOTL,59.70149254,1990
SPPOPTOTL,66.66666667,1993
SPPOPTOTL,64.17910448,1992
SPPOPTOTL,70.64676617,1995
SPPOPTOTL,68.65671642,1994
SPPOPTOTL,75.12437811,1997
SPPOPTOTL,73.13432836,1996
SPPOPTOTL,79.10447761,1999
SPPOPTOTL,77.11442786,1998
SPPOPTOTL,27.36318408,1975
SPPOPTOTL,33.33333333,1978
SPPOPTOTL,22.88557214,1973
SPPOPTOTL,20.89552239,1972
SPPOPTOTL,18.90547264,1971
SPPOPTOTL,16.91542289,1970
SPPOPTOTL,84.57711443,2002
SPPOPTOTL,31.34328358,1977
SPPOPTOTL,81.09452736,2000
SPPOPTOTL,91.54228856,2006
SPPOPTOTL,93.03482587,2007
SPPOPTOTL,88.05970149,2004
SPPOPTOTL,35.32338308,1979
SPPOPTOTL,95.02487562,2008
SPPOPTOTL,96.51741294,2009
SPPOP0014TOZS,75,1976
SPPOP0014TOZS,37.5,2003
SPPOP0014TOZS,93.75,1962
SPPOP0014TOZS,92.1875,1963
SPPOP0014TOZS,70.3125,1974
SPPOP0014TOZS,100,1986
SPPOP0014TOZS,100,1987
SPPOP0014TOZS,98.4375,1984
SPPOP0014TOZS,100,1985
SPPOP0014TOZS,96.875,1982
SPPOP0014TOZS,98.4375,1983
SPPOP0014TOZS,92.1875,1980
SPPOP0014TOZS,95.3125,1981
SPPOP0014TOZS,89.0625,1964
SPPOP0014TOZS,87.5,1965
SPPOP0014TOZS,84.375,1966
SPPOP0014TOZS,81.25,1967
SPPOP0014TOZS,96.875,1960
SPPOP0014TOZS,95.3125,1961
SPPOP0014TOZS,100,1988
SPPOP0014TOZS,98.4375,1989
SPPOP0014TOZS,46.875,2001
SPPOP0014TOZS,0,2011
SPPOP0014TOZS,4.6875,2010
SPPOP0014TOZS,0,2012
SPPOP0014TOZS,26.5625,2005
SPPOP0014TOZS,79.6875,1968
SPPOP0014TOZS,76.5625,1969
SPPOP0014TOZS,90.625,1991
SPPOP0014TOZS,95.3125,1990
SPPOP0014TOZS,81.25,1993
SPPOP0014TOZS,85.9375,1992
SPPOP0014TOZS,70.3125,1995
SPPOP0014TOZS,75,1994
SPPOP0014TOZS,62.5,1997
SPPOP0014TOZS,67.1875,1996
SPPOP0014TOZS,56.25,1999
SPPOP0014TOZS,59.375,1998
SPPOP0014TOZS,71.875,1975
SPPOP0014TOZS,84.375,1978
SPPOP0014TOZS,70.3125,1973
SPPOP0014TOZS,70.3125,1972
SPPOP0014TOZS,71.875,1971
SPPOP0014TOZS,73.4375,1970
SPPOP0014TOZS,42.1875,2002
SPPOP0014TOZS,79.6875,1977
SPPOP0014TOZS,51.5625,2000
SPPOP0014TOZS,21.875,2006
SPPOP0014TOZS,17.1875,2007
SPPOP0014TOZS,31.25,2004
SPPOP0014TOZS,87.5,1979
SPPOP0014TOZS,12.5,2008
SPPOP0014TOZS,7.8125,2009
SPPOP1564TOZS,59.09090909,1976
SPPOP1564TOZS,61.36363636,2003
SPPOP1564TOZS,75,1962
SPPOP1564TOZS,75,1963
SPPOP1564TOZS,72.72727273,1974
SPPOP1564TOZS,2.272727273,1986
SPPOP1564TOZS,0,1987
SPPOP1564TOZS,6.818181818,1984
SPPOP1564TOZS,4.545454545,1985
SPPOP1564TOZS,13.63636364,1982
SPPOP1564TOZS,11.36363636,1983
SPPOP1564TOZS,25,1980
SPPOP1564TOZS,18.18181818,1981
SPPOP1564TOZS,75,1964
SPPOP1564TOZS,75,1965
SPPOP1564TOZS,77.27272727,1966
SPPOP1564TOZS,77.27272727,1967
SPPOP1564TOZS,79.54545455,1960
SPPOP1564TOZS,77.27272727,1961
SPPOP1564TOZS,0,1988
SPPOP1564TOZS,0,1989
SPPOP1564TOZS,50,2001
SPPOP1564TOZS,100,2011
SPPOP1564TOZS,97.72727273,2010
SPPOP1564TOZS,0,2012
SPPOP1564TOZS,72.72727273,2005
SPPOP1564TOZS,77.27272727,1968
SPPOP1564TOZS,77.27272727,1969
SPPOP1564TOZS,4.545454545,1991
SPPOP1564TOZS,0,1990
SPPOP1564TOZS,13.63636364,1993
SPPOP1564TOZS,9.090909091,1992
SPPOP1564TOZS,25,1995
SPPOP1564TOZS,20.45454545,1994
SPPOP1564TOZS,31.81818182,1997
SPPOP1564TOZS,29.54545455,1996
SPPOP1564TOZS,38.63636364,1999
SPPOP1564TOZS,36.36363636,1998
SPPOP1564TOZS,68.18181818,1975
SPPOP1564TOZS,40.90909091,1978
SPPOP1564TOZS,75,1973
SPPOP1564TOZS,77.27272727,1972
SPPOP1564TOZS,77.27272727,1971
SPPOP1564TOZS,77.27272727,1970
SPPOP1564TOZS,54.54545455,2002
SPPOP1564TOZS,52.27272727,1977
SPPOP1564TOZS,43.18181818,2000
SPPOP1564TOZS,79.54545455,2006
SPPOP1564TOZS,84.09090909,2007
SPPOP1564TOZS,68.18181818,2004
SPPOP1564TOZS,31.81818182,1979
SPPOP1564TOZS,88.63636364,2008
SPPOP1564TOZS,93.18181818,2009
SPPOP65UPTOZS,42.7734375,1976
SPPOP65UPTOZS,88.28125,2003
SPPOP65UPTOZS,5.46875,1962
SPPOP65UPTOZS,8.0078125,1963
SPPOP65UPTOZS,38.0859375,1974
SPPOP65UPTOZS,60.9375,1986
SPPOP65UPTOZS,62.5,1987
SPPOP65UPTOZS,57.6171875,1984
SPPOP65UPTOZS,59.1796875,1985
SPPOP65UPTOZS,54.4921875,1982
SPPOP65UPTOZS,56.0546875,1983
SPPOP65UPTOZS,51.171875,1980
SPPOP65UPTOZS,52.9296875,1981
SPPOP65UPTOZS,10.7421875,1964
SPPOP65UPTOZS,13.4765625,1965
SPPOP65UPTOZS,16.40625,1966
SPPOP65UPTOZS,19.3359375,1967
SPPOP65UPTOZS,0,1960
SPPOP65UPTOZS,2.734375,1961
SPPOP65UPTOZS,64.2578125,1988
SPPOP65UPTOZS,66.015625,1989
SPPOP65UPTOZS,86.328125,2001
SPPOP65UPTOZS,100,2011
SPPOP65UPTOZS,98.046875,2010
SPPOP65UPTOZS,0,2012
SPPOP65UPTOZS,90.234375,2005
SPPOP65UPTOZS,22.265625,1968
SPPOP65UPTOZS,25.1953125,1969
SPPOP65UPTOZS,69.921875,1991
SPPOP65UPTOZS,67.96875,1990
SPPOP65UPTOZS,74.0234375,1993
SPPOP65UPTOZS,72.0703125,1992
SPPOP65UPTOZS,77.9296875,1995
SPPOP65UPTOZS,75.9765625,1994
SPPOP65UPTOZS,81.0546875,1997
SPPOP65UPTOZS,79.4921875,1996
SPPOP65UPTOZS,83.7890625,1999
SPPOP65UPTOZS,82.6171875,1998
SPPOP65UPTOZS,40.4296875,1975
SPPOP65UPTOZS,47.265625,1978
SPPOP65UPTOZS,35.7421875,1973
SPPOP65UPTOZS,33.3984375,1972
SPPOP65UPTOZS,30.6640625,1971
SPPOP65UPTOZS,28.125,1970
SPPOP65UPTOZS,88.28125,2002
SPPOP65UPTOZS,45.1171875,1977
SPPOP65UPTOZS,85.15625,2000
SPPOP65UPTOZS,92.1875,2006
SPPOP65UPTOZS,94.140625,2007
SPPOP65UPTOZS,90.234375,2004
SPPOP65UPTOZS,49.21875,1979
SPPOP65UPTOZS,94.140625,2008
SPPOP65UPTOZS,96.09375,2009
ENPOPDNST,29.11638377,1976
ENPOPDNST,86.42076317,2003
ENPOPDNST,3.334896514,1962
ENPOPDNST,4.945342223,1963
ENPOPDNST,24.90682036,1974
ENPOPDNST,51.11474743,1986
ENPOPDNST,52.47267111,1987
ENPOPDNST,45.6830527,1984
ENPOPDNST,48.39890006,1985
ENPOPDNST,41.60928165,1982
ENPOPDNST,44.32512902,1983
ENPOPDNST,37.5355106,1980
ENPOPDNST,38.89343429,1981
ENPOPDNST,6.710643011,1964
ENPOPDNST,8.34015143,1965
ENPOPDNST,9.969659849,1966
ENPOPDNST,11.4633759,1967
ENPOPDNST,0,1960
ENPOPDNST,1.667448264,1961
ENPOPDNST,55.18851848,1988
ENPOPDNST,57.90436584,1989
ENPOPDNST,82.34699213,2001
ENPOPDNST,100,2011
ENPOPDNST,98.64207632,2010
ENPOPDNST,0,2012
ENPOPDNST,89.13661054,2005
ENPOPDNST,13.09288432,1968
ENPOPDNST,14.85818511,1969
ENPOPDNST,61.97813689,1991
ENPOPDNST,59.26228952,1990
ENPOPDNST,66.05190794,1993
ENPOPDNST,63.33606057,1992
ENPOPDNST,70.12567898,1995
ENPOPDNST,68.7677553,1994
ENPOPDNST,74.19945003,1997
ENPOPDNST,72.84152635,1996
ENPOPDNST,78.27322108,1999
ENPOPDNST,76.9152974,1998
ENPOPDNST,27.07949825,1975
ENPOPDNST,33.05436245,1978
ENPOPDNST,22.73414246,1973
ENPOPDNST,20.69725694,1972
ENPOPDNST,18.66037142,1971
ENPOPDNST,16.62348589,1970
ENPOPDNST,83.70491581,2002
ENPOPDNST,31.1532693,1977
ENPOPDNST,80.98906844,2000
ENPOPDNST,90.49453422,2006
ENPOPDNST,93.21038159,2007
ENPOPDNST,87.77868686,2004
ENPOPDNST,34.81966324,1979
ENPOPDNST,94.56830527,2008
ENPOPDNST,95.92622895,2009
SPPOPGROW,82.31132075,1976
SPPOPGROW,4.127358491,2003
SPPOPGROW,84.66981132,1962
SPPOPGROW,81.13207547,1963
SPPOPGROW,97.64150943,1974
SPPOPGROW,72.87735849,1986
SPPOPGROW,71.69811321,1987
SPPOPGROW,76.41509434,1984
SPPOPGROW,75.23584906,1985
SPPOPGROW,77.59433962,1982
SPPOPGROW,77.59433962,1983
SPPOPGROW,74.05660377,1980
SPPOPGROW,76.41509434,1981
SPPOPGROW,77.59433962,1964
SPPOPGROW,72.87735849,1965
SPPOPGROW,68.16037736,1966
SPPOPGROW,64.62264151,1967
SPPOPGROW,90.56603774,1960
SPPOPGROW,87.02830189,1961
SPPOPGROW,69.33962264,1988
SPPOPGROW,65.80188679,1989
SPPOPGROW,14.85849057,2001
SPPOPGROW,0.235849057,2011
SPPOPGROW,0,2010
SPPOPGROW,0,2012
SPPOPGROW,1.061320755,2005
SPPOPGROW,64.62264151,1968
SPPOPGROW,69.33962264,1969
SPPOPGROW,58.72641509,1991
SPPOPGROW,62.26415094,1990
SPPOPGROW,51.6509434,1993
SPPOPGROW,55.18867925,1992
SPPOPGROW,44.5754717,1995
SPPOPGROW,48.11320755,1994
SPPOPGROW,38.67924528,1997
SPPOPGROW,42.21698113,1996
SPPOPGROW,29.24528302,1999
SPPOPGROW,35.14150943,1998
SPPOPGROW,90.56603774,1975
SPPOPGROW,72.87735849,1978
SPPOPGROW,100,1973
SPPOPGROW,96.46226415,1972
SPPOPGROW,88.20754717,1971
SPPOPGROW,78.77358491,1970
SPPOPGROW,8.726415094,2002
SPPOPGROW,76.41509434,1977
SPPOPGROW,22.16981132,2000
SPPOPGROW,0.825471698,2006
SPPOPGROW,0.235849057,2007
SPPOPGROW,1.768867925,2004
SPPOPGROW,71.69811321,1979
SPPOPGROW,0.117924528,2008
SPPOPGROW,0,2009
ENURBLCTY,34.54545455,1976
ENURBLCTY,86.36363636,2003
ENURBLCTY,4.242424242,1962
ENURBLCTY,6.363636364,1963
ENURBLCTY,30.60606061,1974
ENURBLCTY,53.03030303,1986
ENURBLCTY,54.54545455,1987
ENURBLCTY,49.24242424,1984
ENURBLCTY,50.90909091,1985
ENURBLCTY,46.06060606,1982
ENURBLCTY,47.72727273,1983
ENURBLCTY,42.72727273,1980
ENURBLCTY,44.54545455,1981
ENURBLCTY,8.636363636,1964
ENURBLCTY,10.90909091,1965
ENURBLCTY,13.18181818,1966
ENURBLCTY,15.45454545,1967
ENURBLCTY,0,1960
ENURBLCTY,2.121212121,1961
ENURBLCTY,56.06060606,1988
ENURBLCTY,57.57575758,1989
ENURBLCTY,81.81818182,2001
ENURBLCTY,100,2011
ENURBLCTY,98.48484848,2010
ENURBLCTY,0,2012
ENURBLCTY,90.90909091,2005
ENURBLCTY,17.87878788,1968
ENURBLCTY,20.3030303,1969
ENURBLCTY,60.60606061,1991
ENURBLCTY,59.09090909,1990
ENURBLCTY,65.15151515,1993
ENURBLCTY,63.63636364,1992
ENURBLCTY,69.6969697,1995
ENURBLCTY,66.66666667,1994
ENURBLCTY,72.72727273,1997
ENURBLCTY,71.21212121,1996
ENURBLCTY,77.27272727,1999
ENURBLCTY,75.75757576,1998
ENURBLCTY,32.42424242,1975
ENURBLCTY,38.63636364,1978
ENURBLCTY,28.63636364,1973
ENURBLCTY,26.66666667,1972
ENURBLCTY,24.84848485,1971
ENURBLCTY,22.72727273,1970
ENURBLCTY,83.33333333,2002
ENURBLCTY,36.51515152,1977
ENURBLCTY,78.78787879,2000
ENURBLCTY,92.42424242,2006
ENURBLCTY,93.93939394,2007
ENURBLCTY,87.87878788,2004
ENURBLCTY,40.60606061,1979
ENURBLCTY,95.45454545,2008
ENURBLCTY,96.96969697,2009
ENURBLCTYURZS,73.25581395,1976
ENURBLCTYURZS,8.139534884,2003
ENURBLCTYURZS,97.6744186,1962
ENURBLCTYURZS,95.34883721,1963
ENURBLCTYURZS,79.06976744,1974
ENURBLCTYURZS,39.53488372,1986
ENURBLCTYURZS,34.88372093,1987
ENURBLCTYURZS,47.6744186,1984
ENURBLCTYURZS,43.02325581,1985
ENURBLCTYURZS,55.81395349,1982
ENURBLCTYURZS,51.1627907,1983
ENURBLCTYURZS,63.95348837,1980
ENURBLCTYURZS,60.46511628,1981
ENURBLCTYURZS,95.34883721,1964
ENURBLCTYURZS,94.18604651,1965
ENURBLCTYURZS,94.18604651,1966
ENURBLCTYURZS,93.02325581,1967
ENURBLCTYURZS,100,1960
ENURBLCTYURZS,98.8372093,1961
ENURBLCTYURZS,31.39534884,1988
ENURBLCTYURZS,27.90697674,1989
ENURBLCTYURZS,8.139534884,2001
ENURBLCTYURZS,0,2011
ENURBLCTYURZS,2.325581395,2010
ENURBLCTYURZS,0,2012
ENURBLCTYURZS,6.976744186,2005
ENURBLCTYURZS,93.02325581,1968
ENURBLCTYURZS,93.02325581,1969
ENURBLCTYURZS,22.09302326,1991
ENURBLCTYURZS,24.41860465,1990
ENURBLCTYURZS,17.44186047,1993
ENURBLCTYURZS,19.76744186,1992
ENURBLCTYURZS,13.95348837,1995
ENURBLCTYURZS,16.27906977,1994
ENURBLCTYURZS,11.62790698,1997
ENURBLCTYURZS,12.79069767,1996
ENURBLCTYURZS,9.302325581,1999
ENURBLCTYURZS,10.46511628,1998
ENURBLCTYURZS,75.58139535,1975
ENURBLCTYURZS,68.60465116,1978
ENURBLCTYURZS,82.55813953,1973
ENURBLCTYURZS,86.04651163,1972
ENURBLCTYURZS,89.53488372,1971
ENURBLCTYURZS,91.86046512,1970
ENURBLCTYURZS,8.139534884,2002
ENURBLCTYURZS,70.93023256,1977
ENURBLCTYURZS,8.139534884,2000
ENURBLCTYURZS,6.976744186,2006
ENURBLCTYURZS,5.813953488,2007
ENURBLCTYURZS,8.139534884,2004
ENURBLCTYURZS,66.27906977,1979
ENURBLCTYURZS,4.651162791,2008
ENURBLCTYURZS,3.488372093,2009
SPPOPTOTLFEZS,52.63157895,1976
SPPOPTOTLFEZS,100,2003
SPPOPTOTLFEZS,5.263157895,1962
SPPOPTOTLFEZS,10.52631579,1963
SPPOPTOTLFEZS,42.10526316,1974
SPPOPTOTLFEZS,84.21052632,1986
SPPOPTOTLFEZS,89.47368421,1987
SPPOPTOTLFEZS,84.21052632,1984
SPPOPTOTLFEZS,84.21052632,1985
SPPOPTOTLFEZS,84.21052632,1982
SPPOPTOTLFEZS,84.21052632,1983
SPPOPTOTLFEZS,78.94736842,1980
SPPOPTOTLFEZS,78.94736842,1981
SPPOPTOTLFEZS,15.78947368,1964
SPPOPTOTLFEZS,15.78947368,1965
SPPOPTOTLFEZS,21.05263158,1966
SPPOPTOTLFEZS,26.31578947,1967
SPPOPTOTLFEZS,0,1960
SPPOPTOTLFEZS,5.263157895,1961
SPPOPTOTLFEZS,89.47368421,1988
SPPOPTOTLFEZS,89.47368421,1989
SPPOPTOTLFEZS,94.73684211,2001
SPPOPTOTLFEZS,100,2011
SPPOPTOTLFEZS,100,2010
SPPOPTOTLFEZS,0,2012
SPPOPTOTLFEZS,100,2005
SPPOPTOTLFEZS,26.31578947,1968
SPPOPTOTLFEZS,31.57894737,1969
SPPOPTOTLFEZS,89.47368421,1991
SPPOPTOTLFEZS,89.47368421,1990
SPPOPTOTLFEZS,94.73684211,1993
SPPOPTOTLFEZS,94.73684211,1992
SPPOPTOTLFEZS,94.73684211,1995
SPPOPTOTLFEZS,94.73684211,1994
SPPOPTOTLFEZS,94.73684211,1997
SPPOPTOTLFEZS,94.73684211,1996
SPPOPTOTLFEZS,94.73684211,1999
SPPOPTOTLFEZS,94.73684211,1998
SPPOPTOTLFEZS,47.36842105,1975
SPPOPTOTLFEZS,68.42105263,1978
SPPOPTOTLFEZS,42.10526316,1973
SPPOPTOTLFEZS,36.84210526,1972
SPPOPTOTLFEZS,36.84210526,1971
SPPOPTOTLFEZS,36.84210526,1970
SPPOPTOTLFEZS,94.73684211,2002
SPPOPTOTLFEZS,57.89473684,1977
SPPOPTOTLFEZS,94.73684211,2000
SPPOPTOTLFEZS,100,2006
SPPOPTOTLFEZS,100,2007
SPPOPTOTLFEZS,100,2004
SPPOPTOTLFEZS,73.68421053,1979
SPPOPTOTLFEZS,100,2008
SPPOPTOTLFEZS,100,2009
SEPRMDURS,100,1976
SEPRMDURS,0,2003
SEPRMDURS,100,1962
SEPRMDURS,100,1963
SEPRMDURS,100,1974
SEPRMDURS,100,1986
SEPRMDURS,100,1987
SEPRMDURS,100,1984
SEPRMDURS,100,1985
