country,value,year
ARG,7.44E+01,2003
ARG,7.31E+01,1997
ARG,7.11E+01,1988
ARG,7.13E+01,1989
ARG,7.08E+01,1986
ARG,7.10E+01,1987
ARG,7.05E+01,1984
ARG,7.06E+01,1985
ARG,6.61E+01,1968
ARG,6.63E+01,1969
ARG,6.95E+01,1980
ARG,6.98E+01,1981
ARG,6.56E+01,1964
ARG,6.57E+01,1965
ARG,6.58E+01,1966
ARG,6.59E+01,1967
ARG,6.52E+01,1960
ARG,6.53E+01,1961
ARG,6.54E+01,1962
ARG,6.55E+01,1963
ARG,7.29E+01,1996
ARG,7.58E+01,2011
ARG,7.57E+01,2010
ARG,7.60E+01,2012
ARG,7.48E+01,2005
ARG,7.00E+01,1982
ARG,7.03E+01,1983
ARG,7.18E+01,1991
ARG,7.15E+01,1990
ARG,7.22E+01,1993
ARG,7.20E+01,1992
ARG,7.27E+01,1995
ARG,7.24E+01,1994
ARG,6.92E+01,1979
ARG,6.89E+01,1978
ARG,6.86E+01,1977
ARG,6.83E+01,1976
ARG,6.80E+01,1975
ARG,6.78E+01,1974
ARG,6.75E+01,1973
ARG,6.72E+01,1972
ARG,6.69E+01,1971
ARG,6.66E+01,1970
ARG,7.42E+01,2002
ARG,7.35E+01,1999
ARG,7.37E+01,2000
ARG,7.40E+01,2001
ARG,7.49E+01,2006
ARG,7.51E+01,2007
ARG,7.46E+01,2004
ARG,7.33E+01,1998
ARG,7.53E+01,2008
ARG,7.55E+01,2009
BRA,7.12E+01,2003
BRA,6.92E+01,1997
BRA,6.57E+01,1988
BRA,6.61E+01,1989
BRA,6.49E+01,1986
BRA,6.53E+01,1987
BRA,6.41E+01,1984
BRA,6.45E+01,1985
BRA,5.81E+01,1968
BRA,5.85E+01,1969
BRA,6.27E+01,1980
BRA,6.31E+01,1981
BRA,5.65E+01,1964
BRA,5.69E+01,1965
BRA,5.73E+01,1966
BRA,5.77E+01,1967
BRA,5.47E+01,1960
BRA,5.52E+01,1961
BRA,5.56E+01,1962
BRA,5.61E+01,1963
BRA,6.89E+01,1996
BRA,7.33E+01,2011
BRA,7.31E+01,2010
BRA,,2012
BRA,7.17E+01,2005
BRA,6.34E+01,1982
BRA,6.38E+01,1983
BRA,6.69E+01,1991
BRA,6.65E+01,1990
BRA,6.77E+01,1993
BRA,6.73E+01,1992
BRA,6.85E+01,1995
BRA,6.81E+01,1994
BRA,6.24E+01,1979
BRA,6.20E+01,1978
BRA,6.16E+01,1977
BRA,6.12E+01,1976
BRA,6.08E+01,1975
BRA,6.04E+01,1974
BRA,6.00E+01,1973
BRA,5.96E+01,1972
BRA,5.92E+01,1971
BRA,5.89E+01,1970
BRA,7.09E+01,2002
BRA,6.99E+01,1999
BRA,7.03E+01,2000
BRA,7.06E+01,2001
BRA,7.20E+01,2006
BRA,7.23E+01,2007
BRA,7.14E+01,2004
BRA,6.96E+01,1998
BRA,7.25E+01,2008
BRA,7.28E+01,2009
CHL,7.77E+01,2003
CHL,7.56E+01,1997
CHL,7.29E+01,1988
CHL,7.32E+01,1989
CHL,7.22E+01,1986
CHL,7.26E+01,1987
CHL,7.14E+01,1984
CHL,7.18E+01,1985
CHL,6.09E+01,1968
CHL,6.14E+01,1969
CHL,6.91E+01,1980
CHL,6.97E+01,1981
CHL,5.87E+01,1964
CHL,5.92E+01,1965
CHL,5.98E+01,1966
CHL,6.03E+01,1967
CHL,5.70E+01,1960
CHL,5.74E+01,1961
CHL,5.78E+01,1962
CHL,5.83E+01,1963
CHL,7.53E+01,1996
CHL,7.93E+01,2011
CHL,7.91E+01,2010
CHL,,2012
CHL,7.81E+01,2005
CHL,7.03E+01,1982
CHL,7.09E+01,1983
CHL,7.39E+01,1991
CHL,7.35E+01,1990
CHL,7.44E+01,1993
CHL,7.42E+01,1992
CHL,7.50E+01,1995
CHL,7.47E+01,1994
CHL,6.83E+01,1979
CHL,6.76E+01,1978
CHL,6.68E+01,1977
CHL,6.61E+01,1976
CHL,6.53E+01,1975
CHL,6.46E+01,1974
CHL,6.39E+01,1973
CHL,6.32E+01,1972
CHL,6.26E+01,1971
CHL,6.20E+01,1970
CHL,7.75E+01,2002
CHL,7.64E+01,1999
CHL,7.68E+01,2000
CHL,7.71E+01,2001
CHL,7.83E+01,2006
CHL,7.84E+01,2007
CHL,7.80E+01,2004
CHL,7.60E+01,1998
CHL,7.86E+01,2008
CHL,7.88E+01,2009
CHN,7.35E+01,2003
CHN,7.09E+01,1997
CHN,6.90E+01,1988
CHN,6.93E+01,1989
CHN,6.86E+01,1986
CHN,6.88E+01,1987
CHN,6.81E+01,1984
CHN,6.83E+01,1985
CHN,5.95E+01,1968
CHN,6.15E+01,1969
CHN,6.70E+01,1980
CHN,6.73E+01,1981
CHN,4.86E+01,1964
CHN,5.13E+01,1965
CHN,5.42E+01,1966
CHN,5.70E+01,1967
CHN,4.35E+01,1960
CHN,4.38E+01,1961
CHN,4.47E+01,1962
CHN,4.63E+01,1963
CHN,7.06E+01,1996
CHN,7.50E+01,2011
CHN,7.49E+01,2010
CHN,,2012
CHN,7.41E+01,2005
CHN,6.76E+01,1982
CHN,6.78E+01,1983
CHN,6.97E+01,1991
CHN,6.95E+01,1990
CHN,7.00E+01,1993
CHN,6.98E+01,1992
CHN,7.03E+01,1995
CHN,7.01E+01,1994
CHN,6.68E+01,1979
CHN,6.65E+01,1978
CHN,6.63E+01,1977
CHN,6.60E+01,1976
CHN,6.57E+01,1975
CHN,6.54E+01,1974
CHN,6.50E+01,1973
CHN,6.45E+01,1972
CHN,6.39E+01,1971
CHN,6.29E+01,1970
CHN,7.31E+01,2002
CHN,7.17E+01,1999
CHN,7.21E+01,2000
CHN,7.26E+01,2001
CHN,7.43E+01,2006
CHN,7.44E+01,2007
CHN,7.38E+01,2004
CHN,7.12E+01,1998
CHN,7.46E+01,2008
CHN,7.47E+01,2009
EGY,6.91E+01,2003
EGY,6.77E+01,1997
EGY,6.36E+01,1988
EGY,6.41E+01,1989
EGY,6.25E+01,1986
EGY,6.31E+01,1987
EGY,6.11E+01,1984
EGY,6.18E+01,1985
EGY,5.16E+01,1968
EGY,5.18E+01,1969
EGY,5.83E+01,1980
EGY,5.90E+01,1981
EGY,5.01E+01,1964
EGY,5.05E+01,1965
EGY,5.09E+01,1966
EGY,5.13E+01,1967
EGY,4.80E+01,1960
EGY,4.86E+01,1961
EGY,4.91E+01,1962
EGY,4.96E+01,1963
EGY,6.72E+01,1996
EGY,7.07E+01,2011
EGY,7.05E+01,2010
EGY,,2012
EGY,6.94E+01,2005
EGY,5.97E+01,1982
EGY,6.04E+01,1983
EGY,6.50E+01,1991
EGY,6.45E+01,1990
EGY,6.58E+01,1993
EGY,6.54E+01,1992
EGY,6.68E+01,1995
EGY,6.63E+01,1994
EGY,5.76E+01,1979
EGY,5.69E+01,1978
EGY,5.62E+01,1977
EGY,5.54E+01,1976
EGY,5.47E+01,1975
EGY,5.40E+01,1974
EGY,5.34E+01,1973
EGY,5.29E+01,1972
EGY,5.25E+01,1971
EGY,5.21E+01,1970
EGY,6.90E+01,2002
EGY,6.83E+01,1999
EGY,6.86E+01,2000
EGY,6.88E+01,2001
EGY,6.96E+01,2006
EGY,6.98E+01,2007
EGY,6.93E+01,2004
EGY,6.80E+01,1998
EGY,7.00E+01,2008
EGY,7.02E+01,2009
DEU,7.84E+01,2003
DEU,7.71E+01,1997
DEU,7.48E+01,1988
DEU,7.50E+01,1989
DEU,7.43E+01,1986
DEU,7.46E+01,1987
DEU,7.38E+01,1984
DEU,7.41E+01,1985
DEU,7.05E+01,1968
DEU,7.06E+01,1969
DEU,7.27E+01,1980
DEU,7.30E+01,1981
DEU,7.00E+01,1964
DEU,7.02E+01,1965
DEU,7.03E+01,1966
DEU,7.04E+01,1967
DEU,6.93E+01,1960
DEU,6.95E+01,1961
DEU,6.97E+01,1962
DEU,6.99E+01,1963
DEU,7.67E+01,1996
DEU,8.07E+01,2011
DEU,8.00E+01,2010
DEU,,2012
DEU,7.89E+01,2005
DEU,7.32E+01,1982
DEU,7.35E+01,1983
DEU,7.53E+01,1991
DEU,7.52E+01,1990
DEU,7.59E+01,1993
DEU,7.58E+01,1992
DEU,7.64E+01,1995
DEU,7.63E+01,1994
DEU,7.24E+01,1979
DEU,7.21E+01,1978
DEU,7.19E+01,1977
DEU,7.16E+01,1976
DEU,7.14E+01,1975
DEU,7.12E+01,1974
DEU,7.10E+01,1973
DEU,7.09E+01,1972
DEU,7.07E+01,1971
DEU,7.06E+01,1970
DEU,7.82E+01,2002
DEU,7.77E+01,1999
DEU,7.79E+01,2000
DEU,7.83E+01,2001
DEU,7.91E+01,2006
DEU,7.95E+01,2007
DEU,7.87E+01,2004
DEU,7.75E+01,1998
DEU,7.97E+01,2008
DEU,7.98E+01,2009
HKG,8.13E+01,2003
HKG,8.01E+01,1997
HKG,7.71E+01,1988
HKG,7.70E+01,1989
HKG,7.67E+01,1986
HKG,7.69E+01,1987
HKG,7.60E+01,1984
HKG,7.64E+01,1985
HKG,7.07E+01,1968
HKG,7.11E+01,1969
HKG,7.47E+01,1980
HKG,7.53E+01,1981
HKG,6.91E+01,1964
HKG,6.96E+01,1965
HKG,7.00E+01,1966
HKG,7.03E+01,1967
HKG,6.70E+01,1960
HKG,6.76E+01,1961
HKG,6.81E+01,1962
HKG,6.86E+01,1963
HKG,7.96E+01,1996
HKG,8.34E+01,2011
HKG,8.30E+01,2010
HKG,,2012
HKG,8.16E+01,2005
HKG,7.54E+01,1982
HKG,7.53E+01,1983
HKG,7.79E+01,1991
HKG,7.74E+01,1990
HKG,7.80E+01,1993
HKG,7.77E+01,1992
HKG,7.87E+01,1995
HKG,7.85E+01,1994
HKG,7.37E+01,1979
HKG,7.36E+01,1978
HKG,7.33E+01,1977
HKG,7.28E+01,1976
HKG,7.34E+01,1975
HKG,7.26E+01,1974
HKG,7.21E+01,1973
HKG,7.15E+01,1972
HKG,7.15E+01,1971
HKG,7.15E+01,1970
HKG,8.15E+01,2002
HKG,8.04E+01,1999
HKG,8.09E+01,2000
HKG,8.14E+01,2001
HKG,8.24E+01,2006
HKG,8.23E+01,2007
HKG,8.18E+01,2004
HKG,8.01E+01,1998
HKG,8.24E+01,2008
HKG,8.28E+01,2009
IND,6.33E+01,2003
IND,6.10E+01,1997
IND,5.80E+01,1988
IND,5.82E+01,1989
IND,5.74E+01,1986
IND,5.77E+01,1987
IND,5.68E+01,1984
IND,5.71E+01,1985
IND,4.74E+01,1968
IND,4.81E+01,1969
IND,5.54E+01,1980
IND,5.58E+01,1981
IND,4.44E+01,1964
IND,4.51E+01,1965
IND,4.59E+01,1966
IND,4.67E+01,1967
IND,4.14E+01,1960
IND,4.21E+01,1961
IND,4.29E+01,1962
IND,4.36E+01,1963
IND,6.06E+01,1996
IND,6.60E+01,2011
IND,6.57E+01,2010
IND,,2012
IND,6.41E+01,2005
IND,5.61E+01,1982
IND,5.65E+01,1983
IND,5.88E+01,1991
IND,5.85E+01,1990
IND,5.95E+01,1993
IND,5.91E+01,1992
IND,6.02E+01,1995
IND,5.98E+01,1994
IND,5.49E+01,1979
IND,5.44E+01,1978
IND,5.38E+01,1977
IND,5.32E+01,1976
IND,5.25E+01,1975
IND,5.18E+01,1974
IND,5.10E+01,1973
IND,5.03E+01,1972
IND,4.96E+01,1971
IND,4.88E+01,1970
IND,6.29E+01,2002
IND,6.18E+01,1999
IND,6.22E+01,2000
IND,6.26E+01,2001
IND,6.45E+01,2006
IND,6.48E+01,2007
IND,6.37E+01,2004
IND,6.14E+01,1998
IND,6.51E+01,2008
IND,6.54E+01,2009
IDN,6.82E+01,2003
IDN,6.62E+01,1997
IDN,6.26E+01,1988
IDN,6.30E+01,1989
IDN,6.16E+01,1986
IDN,6.21E+01,1987
IDN,6.07E+01,1984
IDN,6.12E+01,1985
IDN,5.10E+01,1968
IDN,5.17E+01,1969
IDN,5.86E+01,1980
IDN,5.91E+01,1981
IDN,4.80E+01,1964
IDN,4.88E+01,1965
IDN,4.95E+01,1966
IDN,5.02E+01,1967
IDN,4.48E+01,1960
IDN,4.56E+01,1961
IDN,4.64E+01,1962
IDN,4.72E+01,1963
IDN,6.58E+01,1996
IDN,7.04E+01,2011
IDN,7.02E+01,2010
IDN,,2012
IDN,6.89E+01,2005
IDN,5.97E+01,1982
IDN,6.02E+01,1983
IDN,6.39E+01,1991
IDN,6.34E+01,1990
IDN,6.47E+01,1993
IDN,6.43E+01,1992
IDN,6.55E+01,1995
IDN,6.51E+01,1994
IDN,5.80E+01,1979
IDN,5.75E+01,1978
IDN,5.69E+01,1977
IDN,5.63E+01,1976
IDN,5.57E+01,1975
IDN,5.50E+01,1974
IDN,5.44E+01,1973
IDN,5.37E+01,1972
IDN,5.31E+01,1971
IDN,5.24E+01,1970
IDN,6.79E+01,2002
IDN,6.69E+01,1999
IDN,6.73E+01,2000
IDN,6.76E+01,2001
IDN,6.91E+01,2006
IDN,6.94E+01,2007
IDN,6.86E+01,2004
IDN,6.66E+01,1998
IDN,6.97E+01,2008
IDN,6.99E+01,2009
