country,value,year
MYS,8.77E+01,1969
MEX,9.39E+01,1969
PHL,9.14E+01,1969
RUS,4.10E+01,1969
ZAF,7.73E+01,1969
LKA,7.29E+01,1969
THA,8.44E+01,1969
TUR,7.90E+01,1969
GBR,3.80E+01,1969
USA,4.68E+01,1969
ARG,4.61E+01,1970
BRA,7.85E+01,1970
CHL,7.19E+01,1970
CHN,7.22E+01,1970
EGY,7.79E+01,1970
DEU,3.69E+01,1970
HKG,6.28E+01,1970
IND,7.40E+01,1970
IDN,8.08E+01,1970
JPN,3.50E+01,1970
KOR,7.72E+01,1970
MYS,8.62E+01,1970
MEX,9.37E+01,1970
PHL,9.02E+01,1970
RUS,3.96E+01,1970
ZAF,7.72E+01,1970
LKA,7.19E+01,1970
THA,8.41E+01,1970
TUR,7.81E+01,1970
GBR,3.83E+01,1970
USA,4.56E+01,1970
ARG,4.59E+01,1971
BRA,7.73E+01,1971
CHL,7.07E+01,1971
CHN,7.21E+01,1971
EGY,7.75E+01,1971
DEU,3.67E+01,1971
HKG,6.06E+01,1971
IND,7.35E+01,1971
IDN,8.08E+01,1971
JPN,3.51E+01,1971
KOR,7.52E+01,1971
MYS,8.48E+01,1971
MEX,9.35E+01,1971
PHL,8.90E+01,1971
RUS,3.82E+01,1971
ZAF,7.71E+01,1971
LKA,7.05E+01,1971
THA,8.35E+01,1971
TUR,7.72E+01,1971
GBR,3.84E+01,1971
USA,4.44E+01,1971
ARG,4.58E+01,1972
BRA,7.61E+01,1972
CHL,6.94E+01,1972
CHN,7.22E+01,1972
EGY,7.69E+01,1972
DEU,3.62E+01,1972
HKG,5.82E+01,1972
IND,7.29E+01,1972
IDN,8.05E+01,1972
JPN,3.53E+01,1972
KOR,7.29E+01,1972
MYS,8.35E+01,1972
MEX,9.33E+01,1972
PHL,8.79E+01,1972
RUS,3.70E+01,1972
ZAF,7.69E+01,1972
LKA,6.90E+01,1972
THA,8.26E+01,1972
TUR,7.65E+01,1972
GBR,3.84E+01,1972
USA,4.30E+01,1972
ARG,4.58E+01,1973
BRA,7.49E+01,1973
CHL,6.79E+01,1973
CHN,7.22E+01,1973
EGY,7.62E+01,1973
DEU,3.57E+01,1973
HKG,5.55E+01,1973
IND,7.24E+01,1973
IDN,8.01E+01,1973
JPN,3.55E+01,1973
KOR,7.04E+01,1973
MYS,8.20E+01,1973
MEX,9.31E+01,1973
PHL,8.68E+01,1973
RUS,3.58E+01,1973
ZAF,7.67E+01,1973
LKA,6.75E+01,1973
THA,8.14E+01,1973
TUR,7.59E+01,1973
GBR,3.82E+01,1973
USA,4.17E+01,1973
ARG,4.59E+01,1974
BRA,7.36E+01,1974
CHL,6.61E+01,1974
CHN,7.18E+01,1974
EGY,7.55E+01,1974
DEU,3.49E+01,1974
HKG,5.27E+01,1974
IND,7.18E+01,1974
IDN,7.95E+01,1974
JPN,3.58E+01,1974
KOR,6.78E+01,1974
MYS,8.03E+01,1974
MEX,9.27E+01,1974
PHL,8.58E+01,1974
RUS,3.48E+01,1974
ZAF,7.65E+01,1974
LKA,6.60E+01,1974
THA,8.01E+01,1974
TUR,7.53E+01,1974
GBR,3.78E+01,1974
USA,4.03E+01,1974
ARG,4.62E+01,1975
BRA,7.22E+01,1975
CHL,6.42E+01,1975
CHN,7.07E+01,1975
EGY,7.49E+01,1975
DEU,3.40E+01,1975
HKG,4.98E+01,1975
IND,7.12E+01,1975
IDN,7.88E+01,1975
JPN,3.59E+01,1975
KOR,6.54E+01,1975
MYS,7.84E+01,1975
MEX,9.22E+01,1975
PHL,8.48E+01,1975
RUS,3.39E+01,1975
ZAF,7.63E+01,1975
LKA,6.47E+01,1975
THA,7.87E+01,1975
TUR,7.48E+01,1975
GBR,3.73E+01,1975
USA,3.90E+01,1975
ARG,4.68E+01,1976
BRA,7.08E+01,1976
CHL,6.21E+01,1976
CHN,6.91E+01,1976
EGY,7.45E+01,1976
DEU,3.30E+01,1976
HKG,4.67E+01,1976
IND,7.07E+01,1976
IDN,7.80E+01,1976
JPN,3.59E+01,1976
KOR,6.30E+01,1976
MYS,7.61E+01,1976
MEX,9.14E+01,1976
PHL,8.39E+01,1976
RUS,3.31E+01,1976
ZAF,7.61E+01,1976
LKA,6.36E+01,1976
THA,7.71E+01,1976
TUR,7.44E+01,1976
GBR,3.65E+01,1976
USA,3.79E+01,1976
ARG,4.75E+01,1977
BRA,6.94E+01,1977
CHL,5.99E+01,1977
CHN,6.70E+01,1977
EGY,7.41E+01,1977
DEU,3.18E+01,1977
HKG,4.37E+01,1977
IND,7.02E+01,1977
IDN,7.72E+01,1977
JPN,3.58E+01,1977
KOR,6.08E+01,1977
MYS,7.36E+01,1977
MEX,9.05E+01,1977
PHL,8.30E+01,1977
RUS,3.25E+01,1977
ZAF,7.59E+01,1977
LKA,6.26E+01,1977
THA,7.54E+01,1977
TUR,7.40E+01,1977
GBR,3.57E+01,1977
USA,3.68E+01,1977
ARG,4.83E+01,1978
BRA,6.81E+01,1978
CHL,5.77E+01,1978
CHN,6.46E+01,1978
EGY,7.37E+01,1978
DEU,3.06E+01,1978
HKG,4.09E+01,1978
IND,6.98E+01,1978
IDN,7.63E+01,1978
JPN,3.56E+01,1978
KOR,5.86E+01,1978
MYS,7.13E+01,1978
MEX,8.94E+01,1978
PHL,8.21E+01,1978
RUS,3.21E+01,1978
ZAF,7.57E+01,1978
LKA,6.17E+01,1978
THA,7.35E+01,1978
TUR,7.36E+01,1978
GBR,3.47E+01,1978
USA,3.58E+01,1978
ARG,4.91E+01,1979
BRA,6.69E+01,1979
CHL,5.56E+01,1979
CHN,6.20E+01,1979
EGY,7.34E+01,1979
DEU,2.94E+01,1979
HKG,3.87E+01,1979
IND,6.93E+01,1979
IDN,7.53E+01,1979
JPN,3.53E+01,1979
KOR,5.65E+01,1979
MYS,6.93E+01,1979
MEX,8.82E+01,1979
PHL,8.12E+01,1979
RUS,3.19E+01,1979
ZAF,7.55E+01,1979
LKA,6.09E+01,1979
THA,7.15E+01,1979
TUR,7.32E+01,1979
GBR,3.37E+01,1979
USA,3.49E+01,1979
ARG,4.97E+01,1980
BRA,6.59E+01,1980
CHL,5.39E+01,1980
CHN,5.95E+01,1980
EGY,7.30E+01,1980
DEU,2.81E+01,1980
HKG,3.70E+01,1980
IND,6.88E+01,1980
IDN,7.42E+01,1980
JPN,3.50E+01,1980
KOR,5.45E+01,1980
MYS,6.79E+01,1980
MEX,8.68E+01,1980
PHL,8.03E+01,1980
RUS,3.18E+01,1980
ZAF,7.51E+01,1980
LKA,6.01E+01,1980
THA,6.93E+01,1980
TUR,7.25E+01,1980
GBR,3.28E+01,1980
USA,3.42E+01,1980
ARG,5.02E+01,1981
BRA,6.51E+01,1981
CHL,5.25E+01,1981
CHN,5.70E+01,1981
EGY,7.26E+01,1981
DEU,2.69E+01,1981
HKG,3.58E+01,1981
IND,6.83E+01,1981
IDN,7.31E+01,1981
JPN,3.45E+01,1981
KOR,5.27E+01,1981
MYS,6.71E+01,1981
MEX,8.53E+01,1981
PHL,7.94E+01,1981
RUS,3.19E+01,1981
ZAF,7.45E+01,1981
LKA,5.93E+01,1981
THA,6.69E+01,1981
TUR,7.17E+01,1981
GBR,3.19E+01,1981
USA,3.36E+01,1981
ARG,5.06E+01,1982
BRA,6.45E+01,1982
CHL,5.13E+01,1982
CHN,5.46E+01,1982
EGY,7.22E+01,1982
DEU,2.56E+01,1982
HKG,3.50E+01,1982
IND,6.78E+01,1982
IDN,7.19E+01,1982
JPN,3.40E+01,1982
KOR,5.10E+01,1982
MYS,6.67E+01,1982
MEX,8.37E+01,1982
PHL,7.85E+01,1982
RUS,3.22E+01,1982
ZAF,7.39E+01,1982
LKA,5.85E+01,1982
THA,6.44E+01,1982
TUR,7.08E+01,1982
GBR,3.11E+01,1982
USA,3.32E+01,1982
ARG,5.09E+01,1983
BRA,6.39E+01,1983
CHL,5.04E+01,1983
CHN,5.23E+01,1983
EGY,7.18E+01,1983
DEU,2.45E+01,1983
HKG,3.44E+01,1983
IND,6.73E+01,1983
IDN,7.07E+01,1983
JPN,3.34E+01,1983
KOR,4.93E+01,1983
MYS,6.65E+01,1983
MEX,8.20E+01,1983
PHL,7.77E+01,1983
RUS,3.27E+01,1983
ZAF,7.32E+01,1983
LKA,5.78E+01,1983
THA,6.18E+01,1983
TUR,6.98E+01,1983
GBR,3.03E+01,1983
USA,3.29E+01,1983
ARG,5.11E+01,1984
BRA,6.34E+01,1984
CHL,4.96E+01,1984
CHN,5.03E+01,1984
EGY,7.16E+01,1984
DEU,2.37E+01,1984
HKG,3.40E+01,1984
IND,6.68E+01,1984
IDN,6.94E+01,1984
JPN,3.26E+01,1984
KOR,4.76E+01,1984
MYS,6.64E+01,1984
MEX,8.02E+01,1984
PHL,7.69E+01,1984
RUS,3.31E+01,1984
ZAF,7.25E+01,1984
LKA,5.70E+01,1984
THA,5.93E+01,1984
TUR,6.87E+01,1984
GBR,2.97E+01,1984
USA,3.27E+01,1984
