indicator,value,year
SPRURTOTLZS,94.95495495,1963
SESECDURS,1,1963
SESECAGES,1,1963
AGSRFTOTLK2,0,1963
SPDYNTO65FEZS,8.904109589,1963
SPDYNTO65MAZS,5.066079295,1963
ITMLTMAIN,0.20528899,1963
ITMLTMAINP2,0.327213766,1963
SPURBTOTL,3.860667634,1963
SPURBTOTLINZS,5.045045045,1963
SPURBGROW,74.9594933,1963
NYADJDNGYCD,0,1964
NYADJDMINCD,13.11355086,1964
SPADOTFRT,77.05670272,1964
SPPOPDPND,98.18181818,1964
SPPOPDPNDOL,4.717948718,1964
SPPOPDPNDYG,98.13559322,1964
SPDYNCBRTIN,82.33618234,1964
AGPRDCROPXD,14.17646226,1964
SPDYNCDRTIN,76.34408602,1964
SPDYNTFRTIN,84.2519685,1964
AGPRDFOODXD,7.437631149,1964
AGLNDTOTLK2,100,1964
SPDYNLE00FEIN,11.76470588,1964
SPDYNLE00MAIN,10.03717472,1964
SPDYNLE00IN,10.75268817,1964
AGPRDLVSKXD,2.670891806,1964
ITCELSETS,0,1964
ITCELSETSP2,0,1964
SPPOPTOTL,10.93117409,1964
SPPOP0014TOZS,98.54014599,1964
SPPOP1564TOZS,1.554404145,1964
SPPOP65UPTOZS,1.73053152,1964
ENPOPDNST,10.96528178,1964
SPPOPGROW,79.2798913,1964
ENURBLCTY,10.19417476,1964
ENURBLCTYURZS,74.71264368,1964
SPPOPTOTLFEZS,0,1964
SEPRMDURS,1,1964
SEPRMAGES,1,1964
SPRURTOTL,98.17184644,1964
SPRURTOTLZS,93.33333333,1964
SESECDURS,1,1964
SESECAGES,1,1964
AGSRFTOTLK2,0,1964
SPDYNTO65FEZS,12.10045662,1964
SPDYNTO65MAZS,6.607929515,1964
ITMLTMAIN,0.298013265,1964
ITMLTMAINP2,0.469382713,1964
SPURBTOTL,5.224963716,1964
SPURBTOTLINZS,6.666666667,1964
SPURBGROW,72.16084843,1964
NYADJDNGYCD,0,1965
NYADJDMINCD,9.524153823,1965
SPADOTFRT,70.17371354,1965
SPPOPDPND,99.5959596,1965
SPPOPDPNDOL,3.692307692,1965
SPPOPDPNDYG,99.3220339,1965
SPDYNCBRTIN,77.77777778,1965
AGPRDCROPXD,14.60133126,1965
SPDYNCDRTIN,68.8172043,1965
SPDYNTFRTIN,80.31496063,1965
AGPRDFOODXD,7.670785731,1965
AGLNDTOTLK2,100,1965
SPDYNLE00FEIN,14.87889273,1965
SPDYNLE00MAIN,12.6394052,1965
SPDYNLE00IN,13.62007168,1965
AGPRDLVSKXD,2.824807605,1965
ITCELSETS,0,1965
ITCELSETSP2,0,1965
SPPOPTOTL,13.76518219,1965
SPPOP0014TOZS,99.6350365,1965
SPPOP1564TOZS,0.518134715,1965
SPPOP65UPTOZS,0.86526576,1965
ENPOPDNST,13.66330355,1965
SPPOPGROW,76.5625,1965
ENURBLCTY,13.22815534,1965
ENURBLCTYURZS,79.31034483,1965
SPPOPTOTLFEZS,0,1965
SEPRMDURS,1,1965
SEPRMAGES,1,1965
SPRURTOTL,100,1965
SPRURTOTLZS,91.53153153,1965
SESECDURS,1,1965
SESECAGES,1,1965
AGSRFTOTLK2,0,1965
SPDYNTO65FEZS,15.52511416,1965
SPDYNTO65MAZS,8.370044053,1965
ITMLTMAIN,0.406387228,1965
ITMLTMAINP2,0.632192377,1965
