indicator,value,year
SPPOPGROW,19.13580247,1974
ENURBLCTY,32.0754717,1974
ENURBLCTYURZS,69.35933148,1974
SPPOPTOTLFEZS,40,1974
SEPRMDURS,1,1974
SEPRMAGES,1,1974
SPRURTOTL,30.26315789,1974
SPRURTOTLZS,70.96774194,1974
SESECDURS,1,1974
SESECAGES,1,1974
AGSRFTOTLK2,0.452939127,1974
SPDYNTO65FEZS,31.63265306,1974
SPDYNTO65MAZS,18.12865497,1974
ITMLTMAIN,20.04175365,1974
ITMLTMAINP2,23.02158273,1974
SPURBTOTL,23.66412214,1974
SPURBTOTLINZS,29.03225806,1974
SPURBGROW,0,1974
NYADJDNGYCD,14.37875777,1975
NYADJDMINCD,0.916413729,1975
SPADOTFRT,44.7418738,1975
SPPOPDPND,36.4640884,1975
SPPOPDPNDOL,21.27659574,1975
SPPOPDPNDYG,43.37899543,1975
SPDYNCBRTIN,17.27272727,1975
AGPRDCROPXD,30.9097206,1975
SPDYNCDRTIN,44.44444444,1975
SPDYNTFRTIN,1.570680628,1975
AGPRDFOODXD,29.73067516,1975
AGLNDTOTLK2,100,1975
SPDYNLE00FEIN,43.75,1975
SPDYNLE00MAIN,27.18446602,1975
SPDYNLE00IN,31.81818182,1975
AGPRDLVSKXD,21.18789043,1975
ITCELSETS,0,1975
ITCELSETSP2,0,1975
SPPOPTOTL,26.71755725,1975
SPPOP0014TOZS,48.64864865,1975
SPPOP1564TOZS,60.81081081,1975
SPPOP65UPTOZS,32.53012048,1975
ENPOPDNST,26.83038628,1975
SPPOPGROW,26.54320988,1975
ENURBLCTY,32.0754717,1975
ENURBLCTYURZS,66.01671309,1975
SPPOPTOTLFEZS,40,1975
SEPRMDURS,1,1975
SEPRMAGES,1,1975
SPRURTOTL,36.84210526,1975
SPRURTOTLZS,70.16129032,1975
SESECDURS,1,1975
SESECAGES,1,1975
AGSRFTOTLK2,0.452939127,1975
SPDYNTO65FEZS,35.71428571,1975
SPDYNTO65MAZS,22.80701754,1975
ITMLTMAIN,21.71189979,1975
ITMLTMAINP2,24.70023981,1975
SPURBTOTL,25.19083969,1975
SPURBTOTLINZS,29.83870968,1975
SPURBGROW,4.551201011,1975
NYADJDNGYCD,15.68360862,1976
NYADJDMINCD,0.494850442,1976
SPADOTFRT,41.49139579,1976
SPPOPDPND,30.38674033,1976
SPPOPDPNDOL,25.53191489,1976
SPPOPDPNDYG,38.35616438,1976
SPDYNCBRTIN,17.27272727,1976
AGPRDCROPXD,30.59133222,1976
SPDYNCDRTIN,44.44444444,1976
SPDYNTFRTIN,0,1976
AGPRDFOODXD,32.70421006,1976
AGLNDTOTLK2,100,1976
SPDYNLE00FEIN,46.25,1976
SPDYNLE00MAIN,30.09708738,1976
SPDYNLE00IN,35.22727273,1976
AGPRDLVSKXD,29.43343961,1976
ITCELSETS,0,1976
ITCELSETSP2,0,1976
SPPOPTOTL,28.24427481,1976
SPPOP0014TOZS,43.24324324,1976
SPPOP1564TOZS,66.21621622,1976
