indicator,value,year
SPDYNCDRTIN,50.9771987,1966
SPDYNTFRTIN,79.09090909,1966
AGPRDFOODXD,7.450224447,1966
AGLNDTOTLK2,1,1966
SPDYNLE00FEIN,15.54054054,1966
SPDYNLE00MAIN,20.74074074,1966
SPDYNLE00IN,18.30985915,1966
AGPRDLVSKXD,21.85510622,1966
ITCELSETS,0,1966
ITCELSETSP2,0,1966
SPPOPTOTL,13.63636364,1966
SPPOP0014TOZS,95.85798817,1966
SPPOP1564TOZS,11.97183099,1966
SPPOP65UPTOZS,2.097902098,1966
ENPOPDNST,13.77665604,1966
SPPOPGROW,87.82608696,1966
ENURBLCTY,21.46341463,1966
ENURBLCTYURZS,53.93258427,1966
SPPOPTOTLFEZS,20,1966
SEPRMDURS,0,1966
SEPRMAGES,100,1966
SPRURTOTL,11.7709438,1966
SPRURTOTLZS,33.33333333,1966
SESECDURS,0,1966
SESECAGES,100,1966
AGSRFTOTLK2,1,1966
SPDYNTO65FEZS,18.18181818,1966
SPDYNTO65MAZS,26.88172043,1966
ITMLTMAIN,0.183987511,1966
ITMLTMAINP2,0.170859601,1966
SPURBTOTL,28.10457516,1966
SPURBTOTLINZS,66.66666667,1966
SPURBGROW,100,1966
NYADJDNGYCD,1,1967
NYADJDMINCD,0,1967
SPADOTFRT,68.2160804,1967
SPPOPDPND,84.01015228,1967
SPPOPDPNDOL,2.830188679,1967
SPPOPDPNDYG,90.07263923,1967
SPDYNCBRTIN,77.00534759,1967
AGPRDCROPXD,16.1131168,1967
SPDYNCDRTIN,44.29967427,1967
SPDYNTFRTIN,75.45454545,1967
AGPRDFOODXD,13.61245825,1967
AGLNDTOTLK2,1,1967
SPDYNLE00FEIN,18.24324324,1967
SPDYNLE00MAIN,25.18518519,1967
SPDYNLE00IN,22.53521127,1967
AGPRDLVSKXD,22.24911409,1967
ITCELSETS,0,1967
ITCELSETSP2,0,1967
SPPOPTOTL,16.36363636,1967
SPPOP0014TOZS,94.67455621,1967
SPPOP1564TOZS,13.38028169,1967
SPPOP65UPTOZS,0.932400932,1967
ENPOPDNST,16.63173365,1967
SPPOPGROW,84.56521739,1967
ENURBLCTY,24.87804878,1967
ENURBLCTYURZS,44.94382022,1967
SPPOPTOTLFEZS,22.85714286,1967
SEPRMDURS,0,1967
SEPRMAGES,100,1967
SPRURTOTL,13.57370095,1967
SPRURTOTLZS,24.44444444,1967
SESECDURS,0,1967
SESECAGES,100,1967
AGSRFTOTLK2,1,1967
SPDYNTO65FEZS,21.36363636,1967
SPDYNTO65MAZS,31.72043011,1967
ITMLTMAIN,0.231378234,1967
ITMLTMAINP2,0.223884994,1967
SPURBTOTL,33.9869281,1967
SPURBTOTLINZS,75.55555556,1967
SPURBGROW,97.24637681,1967
NYADJDNGYCD,1,1968
NYADJDMINCD,0,1968
SPADOTFRT,62.31155779,1968
SPPOPDPND,82.23350254,1968
SPPOPDPNDOL,1.320754717,1968
SPPOPDPNDYG,88.37772397,1968
SPDYNCBRTIN,73.26203209,1968
AGPRDCROPXD,19.28105045,1968
SPDYNCDRTIN,38.43648208,1968
SPDYNTFRTIN,71.81818182,1968
AGPRDFOODXD,16.75170943,1968
AGLNDTOTLK2,1,1968
SPDYNLE00FEIN,20.94594595,1968
SPDYNLE00MAIN,29.62962963,1968
SPDYNLE00IN,26.05633803,1968
AGPRDLVSKXD,26.84587255,1968
ITCELSETS,0,1968
ITCELSETSP2,0,1968
SPPOPTOTL,19.09090909,1968
SPPOP0014TOZS,93.49112426,1968
SPPOP1564TOZS,14.78873239,1968
SPPOP65UPTOZS,0,1968
ENPOPDNST,18.91579574,1968
SPPOPGROW,88.04347826,1968
ENURBLCTY,27.80487805,1968
ENURBLCTYURZS,35.95505618,1968
SPPOPTOTLFEZS,25.71428571,1968
SEPRMDURS,0,1968
SEPRMAGES,100,1968
SPRURTOTL,15.58854719,1968
SPRURTOTLZS,15.55555556,1968
SESECDURS,0,1968
SESECAGES,100,1968
AGSRFTOTLK2,1,1968
SPDYNTO65FEZS,23.18181818,1968
SPDYNTO65MAZS,35.48387097,1968
ITMLTMAIN,0.284344335,1968
ITMLTMAINP2,0.282802097,1968
SPURBTOTL,40.52287582,1968
SPURBTOTLINZS,84.44444444,1968
SPURBGROW,98.84057971,1968
NYADJDNGYCD,1,1969
NYADJDMINCD,0,1969
SPADOTFRT,56.53266332,1969
SPPOPDPND,79.94923858,1969
SPPOPDPNDOL,0.377358491,1969
SPPOPDPNDYG,86.19854722,1969
SPDYNCBRTIN,69.51871658,1969
AGPRDCROPXD,19.02761576,1969
SPDYNCDRTIN,32.8990228,1969
SPDYNTFRTIN,67.87878788,1969
AGPRDFOODXD,16.28663518,1969
AGLNDTOTLK2,1,1969
SPDYNLE00FEIN,23.64864865,1969
SPDYNLE00MAIN,33.33333333,1969
SPDYNLE00IN,28.87323944,1969
AGPRDLVSKXD,25.66384895,1969
ITCELSETS,0,1969
ITCELSETSP2,0,1969
SPPOPTOTL,21.81818182,1969
SPPOP0014TOZS,91.71597633,1969
SPPOP1564TOZS,16.90140845,1969
SPPOP65UPTOZS,0,1969
ENPOPDNST,21.19985783,1969
SPPOPGROW,81.52173913,1969
ENURBLCTY,30.73170732,1969
ENURBLCTYURZS,28.08988764,1969
SPPOPTOTLFEZS,25.71428571,1969
SEPRMDURS,0,1969
SEPRMAGES,100,1969
SPRURTOTL,17.39130435,1969
SPRURTOTLZS,8.888888889,1969
SESECDURS,0,1969
SESECAGES,100,1969
AGSRFTOTLK2,1,1969
SPDYNTO65FEZS,25.45454545,1969
SPDYNTO65MAZS,38.70967742,1969
ITMLTMAIN,0.340098127,1969
ITMLTMAINP2,0.341719201,1969
SPURBTOTL,46.40522876,1969
SPURBTOTLINZS,91.11111111,1969
SPURBGROW,94.05797101,1969
NYADJDNGYCD,1,1970
NYADJDMINCD,0,1970
SPADOTFRT,50.6281407,1970
SPPOPDPND,77.15736041,1970
SPPOPDPNDOL,0,1970
SPPOPDPNDYG,83.77723971,1970
SPDYNCBRTIN,65.77540107,1970
AGPRDCROPXD,23.46272288,1970
SPDYNCDRTIN,28.01302932,1970
SPDYNTFRTIN,63.63636364,1970
AGPRDFOODXD,20.93737767,1970
AGLNDTOTLK2,1,1970
SPDYNLE00FEIN,26.35135135,1970
SPDYNLE00MAIN,37.03703704,1970
SPDYNLE00IN,32.3943662,1970
AGPRDLVSKXD,25.92652086,1970
ITCELSETS,0,1970
ITCELSETSP2,0,1970
SPPOPTOTL,23.63636364,1970
SPPOP0014TOZS,89.9408284,1970
SPPOP1564TOZS,19.01408451,1970
SPPOP65UPTOZS,0.233100233,1970
ENPOPDNST,24.05493545,1970
SPPOPGROW,81.08695652,1970
ENURBLCTY,33.65853659,1970
ENURBLCTYURZS,20.2247191,1970
SPPOPTOTLFEZS,28.57142857,1970
SEPRMDURS,0,1970
SEPRMAGES,100,1970
SPRURTOTL,19.40615058,1970
SPRURTOTLZS,0,1970
SESECDURS,0,1970
SESECAGES,100,1970
AGSRFTOTLK2,1,1970
SPDYNTO65FEZS,27.27272727,1970
SPDYNTO65MAZS,41.93548387,1970
ITMLTMAIN,0.398639607,1970
ITMLTMAINP2,0.406528015,1970
SPURBTOTL,52.94117647,1970
SPURBTOTLINZS,100,1970
SPURBGROW,93.04347826,1970
NYADJDNGYCD,1,1971
NYADJDMINCD,0,1971
SPADOTFRT,44.84924623,1971
SPPOPDPND,73.60406091,1971
SPPOPDPNDOL,0.188679245,1971
SPPOPDPNDYG,80.3874092,1971
SPDYNCBRTIN,62.03208556,1971
AGPRDCROPXD,21.30852799,1971
SPDYNCDRTIN,23.61563518,1971
SPDYNTFRTIN,59.6969697,1971
AGPRDFOODXD,20.58857198,1971
AGLNDTOTLK2,1,1971
SPDYNLE00FEIN,29.05405405,1971
SPDYNLE00MAIN,40.74074074,1971
SPDYNLE00IN,35.21126761,1971
AGPRDLVSKXD,31.96797483,1971
ITCELSETS,0,1971
ITCELSETSP2,0,1971
SPPOPTOTL,25.45454545,1971
SPPOP0014TOZS,86.98224852,1971
SPPOP1564TOZS,22.53521127,1971
SPPOP65UPTOZS,0.932400932,1971
ENPOPDNST,25.19696649,1971
SPPOPGROW,65.43478261,1971
ENURBLCTY,37.07317073,1971
ENURBLCTYURZS,19.1011236,1971
SPPOPTOTLFEZS,31.42857143,1971
SEPRMDURS,0,1971
SEPRMAGES,100,1971
SPRURTOTL,20.46659597,1971
SPRURTOTLZS,0,1971
SESECDURS,0,1971
SESECAGES,100,1971
AGSRFTOTLK2,1,1971
SPDYNTO65FEZS,29.09090909,1971
SPDYNTO65MAZS,45.69892473,1971
ITMLTMAIN,0.426516503,1971
ITMLTMAINP2,0.418311436,1971
SPURBTOTL,55.55555556,1971
SPURBTOTLINZS,100,1971
SPURBGROW,53.76811594,1971
NYADJDNGYCD,1,1972
NYADJDMINCD,0,1972
SPADOTFRT,38.94472362,1972
SPPOPDPND,70.05076142,1972
SPPOPDPNDOL,0.566037736,1972
SPPOPDPNDYG,76.75544794,1972
SPDYNCBRTIN,58.82352941,1972
AGPRDCROPXD,19.91463718,1972
SPDYNCDRTIN,20.03257329,1972
SPDYNTFRTIN,55.75757576,1972
AGPRDFOODXD,19.54215492,1972
AGLNDTOTLK2,1,1972
SPDYNLE00FEIN,31.75675676,1972
SPDYNLE00MAIN,43.7037037,1972
SPDYNLE00IN,38.02816901,1972
AGPRDLVSKXD,30.65461527,1972
ITCELSETS,0,1972
ITCELSETSP2,0,1972
SPPOPTOTL,27.27272727,1972
SPPOP0014TOZS,84.02366864,1972
SPPOP1564TOZS,25.35211268,1972
SPPOP65UPTOZS,2.097902098,1972
ENPOPDNST,26.91001306,1972
SPPOPGROW,64.13043478,1972
ENURBLCTY,38.53658537,1972
ENURBLCTYURZS,17.97752809,1972
SPPOPTOTLFEZS,31.42857143,1972
SEPRMDURS,0,1972
SEPRMAGES,100,1972
SPRURTOTL,22.58748674,1972
SPRURTOTLZS,0,1972
SESECDURS,0,1972
SESECAGES,100,1972
AGSRFTOTLK2,1,1972
SPDYNTO65FEZS,31.36363636,1972
SPDYNTO65MAZS,48.92473118,1972
ITMLTMAIN,0.457181088,1972
ITMLTMAINP2,0.430094857,1972
SPURBTOTL,57.51633987,1972
SPURBTOTLINZS,100,1972
SPURBGROW,53.04347826,1972
NYADJDNGYCD,1,1973
NYADJDMINCD,0,1973
SPADOTFRT,37.06030151,1973
SPPOPDPND,65.98984772,1973
SPPOPDPNDOL,1.509433962,1973
SPPOPDPNDYG,73.12348668,1973
SPDYNCBRTIN,56.14973262,1973
AGPRDCROPXD,19.91463718,1973
SPDYNCDRTIN,16.93811075,1973
SPDYNTFRTIN,52.42424242,1973
AGPRDFOODXD,18.03066361,1973
AGLNDTOTLK2,1,1973
SPDYNLE00FEIN,33.78378378,1973
SPDYNLE00MAIN,46.66666667,1973
SPDYNLE00IN,40.84507042,1973
AGPRDLVSKXD,30.52327932,1973
ITCELSETS,0,1973
ITCELSETSP2,0,1973
SPPOPTOTL,29.09090909,1973
SPPOP0014TOZS,80.47337278,1973
SPPOP1564TOZS,28.87323944,1973
SPPOP65UPTOZS,3.263403263,1973
ENPOPDNST,29.19407515,1973
SPPOPGROW,73.47826087,1973
ENURBLCTY,40,1973
ENURBLCTYURZS,14.60674157,1973
SPPOPTOTLFEZS,34.28571429,1973
SEPRMDURS,0,1973
SEPRMAGES,100,1973
SPRURTOTL,23.64793213,1973
SPRURTOTLZS,0,1973
SESECDURS,0,1973
SESECAGES,100,1973
AGSRFTOTLK2,1,1973
SPDYNTO65FEZS,33.63636364,1973
SPDYNTO65MAZS,52.15053763,1973
ITMLTMAIN,0.485057984,1973
ITMLTMAINP2,0.447769988,1973
SPURBTOTL,60.13071895,1973
SPURBTOTLINZS,100,1973
SPURBGROW,59.27536232,1973
NYADJDNGYCD,1,1974
NYADJDMINCD,0,1974
SPADOTFRT,35.05025126,1974
SPPOPDPND,62.43654822,1974
SPPOPDPNDOL,2.641509434,1974
SPPOPDPNDYG,69.49152542,1974
SPDYNCBRTIN,54.54545455,1974
AGPRDCROPXD,26.12378715,1974
SPDYNCDRTIN,14.49511401,1974
SPDYNTFRTIN,49.39393939,1974
AGPRDFOODXD,25.93692584,1974
AGLNDTOTLK2,1,1974
SPDYNLE00FEIN,36.48648649,1974
SPDYNLE00MAIN,49.62962963,1974
SPDYNLE00IN,42.95774648,1974
AGPRDLVSKXD,30.52327932,1974
ITCELSETS,0,1974
ITCELSETSP2,0,1974
SPPOPTOTL,30.90909091,1974
SPPOP0014TOZS,77.5147929,1974
SPPOP1564TOZS,32.3943662,1974
SPPOP65UPTOZS,4.895104895,1974
ENPOPDNST,30.90712172,1974
SPPOPGROW,66.73913043,1974
ENURBLCTY,41.46341463,1974
ENURBLCTYURZS,12.35955056,1974
SPPOPTOTLFEZS,37.14285714,1974
SEPRMDURS,0,1974
SEPRMAGES,100,1974
SPRURTOTL,25.76882291,1974
SPRURTOTLZS,0,1974
SESECDURS,0,1974
SESECAGES,100,1974
AGSRFTOTLK2,1,1974
SPDYNTO65FEZS,35.90909091,1974
SPDYNTO65MAZS,54.83870968,1974
ITMLTMAIN,0.515722569,1974
ITMLTMAINP2,0.459553408,1974
SPURBTOTL,62.74509804,1974
SPURBTOTLINZS,100,1974
SPURBGROW,54.7826087,1974
NYADJDNGYCD,1,1975
NYADJDMINCD,0,1975
SPADOTFRT,33.04020101,1975
SPPOPDPND,59.39086294,1975
SPPOPDPNDOL,3.962264151,1975
SPPOPDPNDYG,66.34382567,1975
SPDYNCBRTIN,52.94117647,1975
AGPRDCROPXD,29.67187284,1975
SPDYNCDRTIN,12.21498371,1975
SPDYNTFRTIN,46.66666667,1975
AGPRDFOODXD,28.02975997,1975
AGLNDTOTLK2,1,1975
SPDYNLE00FEIN,38.51351351,1975
SPDYNLE00MAIN,52.59259259,1975
SPDYNLE00IN,45.77464789,1975
AGPRDLVSKXD,33.5440063,1975
ITCELSETS,0,1975
ITCELSETSP2,0,1975
SPPOPTOTL,32.72727273,1975
SPPOP0014TOZS,74.55621302,1975
SPPOP1564TOZS,35.21126761,1975
SPPOP65UPTOZS,6.526806527,1975
ENPOPDNST,32.62016829,1975
SPPOPGROW,69.34782609,1975
ENURBLCTY,42.43902439,1975
ENURBLCTYURZS,10.11235955,1975
SPPOPTOTLFEZS,37.14285714,1975
SEPRMDURS,0,1975
SEPRMAGES,100,1975
SPRURTOTL,27.88971368,1975
SPRURTOTLZS,0,1975
SESECDURS,0,1975
SESECAGES,100,1975
AGSRFTOTLK2,1,1975
SPDYNTO65FEZS,37.72727273,1975
SPDYNTO65MAZS,58.06451613,1975
ITMLTMAIN,0.546387154,1975
ITMLTMAINP2,0.471336829,1975
SPURBTOTL,65.35947712,1975
SPURBTOTLINZS,100,1975
SPURBGROW,56.52173913,1975
NYADJDNGYCD,1,1976
NYADJDMINCD,0,1976
SPADOTFRT,31.15577889,1976
SPPOPDPND,56.59898477,1976
SPPOPDPNDOL,5.471698113,1976
SPPOPDPNDYG,63.68038741,1976
SPDYNCBRTIN,51.87165775,1976
AGPRDCROPXD,30.05202488,1976
SPDYNCDRTIN,10.26058632,1976
SPDYNTFRTIN,44.54545455,1976
AGPRDFOODXD,29.42498271,1976
AGLNDTOTLK2,1,1976
SPDYNLE00FEIN,41.21621622,1976
SPDYNLE00MAIN,55.55555556,1976
SPDYNLE00IN,48.5915493,1976
AGPRDLVSKXD,34.06935013,1976
ITCELSETS,0,1976
ITCELSETSP2,0,1976
SPPOPTOTL,34.54545455,1976
SPPOP0014TOZS,72.18934911,1976
