indicator,value,year
NYADJDNGYCD,0.000403151,1970
NYADJDMINCD,1.654465799,1970
SPADOTFRT,53.59116022,1970
SPPOPDPND,84.57583548,1970
SPPOPDPNDOL,54.87804878,1970
SPPOPDPNDYG,84.94897959,1970
SPDYNCBRTIN,73.84615385,1970
AGPRDCROPXD,12.54319765,1970
SPDYNCDRTIN,56.15384615,1970
SPDYNTFRTIN,77.97029703,1970
AGPRDFOODXD,11.42071658,1970
AGLNDTOTLK2,1,1970
SPDYNLE00FEIN,27.34375,1970
SPDYNLE00MAIN,29.41176471,1970
SPDYNLE00IN,28.30188679,1970
AGPRDLVSKXD,9.594715024,1970
ITCELSETS,0,1970
ITCELSETSP2,0,1970
SPPOPTOTL,13.80813953,1970
SPPOP0014TOZS,88.0952381,1970
SPPOP1564TOZS,13.44537815,1970
SPPOP65UPTOZS,1.265822785,1970
ENPOPDNST,13.81567736,1970
SPPOPGROW,72.18934911,1970
ENURBLCTY,13.22140609,1970
ENURBLCTYURZS,52.3255814,1970
SPPOPTOTLFEZS,0,1970
SEPRMDURS,1,1970
SEPRMAGES,100,1970
SPRURTOTL,18.81188119,1970
SPRURTOTLZS,85.48387097,1970
SESECDURS,1,1970
SESECAGES,91.66666667,1970
AGSRFTOTLK2,1,1970
SPDYNTO65FEZS,24.74226804,1970
SPDYNTO65MAZS,28.72340426,1970
ITMLTMAIN,3.400059265,1970
ITMLTMAINP2,8.043116043,1970
SPURBTOTL,9.963674105,1970
SPURBTOTLINZS,14.51612903,1970
SPURBGROW,48.41269841,1970
NYADJDNGYCD,0.001048477,1971
NYADJDMINCD,1.964784482,1971
SPADOTFRT,48.06629834,1971
SPPOPDPND,81.74807198,1971
SPPOPDPNDOL,54.87804878,1971
SPPOPDPNDYG,81.8877551,1971
SPDYNCBRTIN,71.79487179,1971
AGPRDCROPXD,14.30881278,1971
SPDYNCDRTIN,53.26923077,1971
SPDYNTFRTIN,75.24752475,1971
AGPRDFOODXD,13.05905104,1971
AGLNDTOTLK2,1,1971
SPDYNLE00FEIN,29.6875,1971
SPDYNLE00MAIN,31.76470588,1971
SPDYNLE00IN,30.18867925,1971
AGPRDLVSKXD,10.24578189,1971
ITCELSETS,0,1971
ITCELSETSP2,0,1971
SPPOPTOTL,15.40697674,1971
SPPOP0014TOZS,85.71428571,1971
SPPOP1564TOZS,15.96638655,1971
SPPOP65UPTOZS,3.797468354,1971
ENPOPDNST,15.54802555,1971
SPPOPGROW,72.18934911,1971
ENURBLCTY,15.94963274,1971
ENURBLCTYURZS,61.62790698,1971
SPPOPTOTLFEZS,0,1971
SEPRMDURS,1,1971
SEPRMAGES,100,1971
SPRURTOTL,20.4620462,1971
SPRURTOTLZS,82.79569892,1971
SESECDURS,1,1971
SESECAGES,91.66666667,1971
AGSRFTOTLK2,1,1971
SPDYNTO65FEZS,27.31958763,1971
SPDYNTO65MAZS,30.85106383,1971
ITMLTMAIN,3.843291213,1971
ITMLTMAINP2,8.820667412,1971
SPURBTOTL,11.2610275,1971
SPURBTOTLINZS,17.20430108,1971
SPURBGROW,67.1957672,1971
NYADJDNGYCD,0.002726711,1972
NYADJDMINCD,2.316819426,1972
SPADOTFRT,41.98895028,1972
SPPOPDPND,78.92030848,1972
SPPOPDPNDOL,58.53658537,1972
SPPOPDPNDYG,79.08163265,1972
SPDYNCBRTIN,70.25641026,1972
AGPRDCROPXD,13.36715138,1972
SPDYNCDRTIN,50.96153846,1972
SPDYNTFRTIN,72.52475248,1972
AGPRDFOODXD,12.40371726,1972
AGLNDTOTLK2,1,1972
SPDYNLE00FEIN,31.25,1972
SPDYNLE00MAIN,32.94117647,1972
SPDYNLE00IN,32.0754717,1972
AGPRDLVSKXD,10.15277234,1972
ITCELSETS,0,1972
ITCELSETSP2,0,1972
SPPOPTOTL,16.86046512,1972
SPPOP0014TOZS,83.33333333,1972
SPPOP1564TOZS,18.48739496,1972
SPPOP65UPTOZS,7.594936709,1972
ENPOPDNST,16.8472867,1972
SPPOPGROW,71.59763314,1972
ENURBLCTY,18.88772298,1972
ENURBLCTYURZS,72.09302326,1972
SPPOPTOTLFEZS,0,1972
SEPRMDURS,1,1972
SEPRMAGES,100,1972
SPRURTOTL,22.11221122,1972
SPRURTOTLZS,80.10752688,1972
SESECDURS,1,1972
SESECAGES,91.66666667,1972
AGSRFTOTLK2,1,1972
SPDYNTO65FEZS,29.3814433,1972
SPDYNTO65MAZS,32.9787234,1972
ITMLTMAIN,4.311147158,1972
ITMLTMAINP2,9.666826255,1972
SPURBTOTL,12.81785158,1972
SPURBTOTLINZS,19.89247312,1972
SPURBGROW,66.4021164,1972
NYADJDNGYCD,0.007091117,1973
NYADJDMINCD,2.716178564,1973
SPADOTFRT,40.33149171,1973
SPPOPDPND,76.3496144,1973
SPPOPDPNDOL,62.19512195,1973
SPPOPDPNDYG,76.2755102,1973
