Argentina.csv,1.000000,2011.000000,0.000000,1960.000000
Brazil.csv,1.000000,2011.000000,0.000000,1960.000000
Chile.csv,1.000000,2011.000000,0.000000,1960.000000
China.csv,1.000000,2011.000000,0.000000,1960.000000
Egypt, Arab Rep..csv,1.000000,2011.000000,0.000000,1960.000000
Germany.csv,1.000000,2011.000000,0.000000,1960.000000
Hong Kong SAR, China.csv,1.000000,2011.000000,0.000000,1960.000000
India.csv,1.000000,2011.000000,0.000000,1960.000000
Indonesia.csv,1.000000,2011.000000,0.000000,1960.000000
Japan.csv,1.000000,2011.000000,0.000000,1960.000000
Korea, Rep..csv,1.000000,2011.000000,0.000000,1960.000000
Malaysia.csv,1.000000,2011.000000,0.000000,1960.000000
Mexico.csv,1.000000,2011.000000,0.000000,1960.000000
Philippines.csv,1.000000,2011.000000,0.000000,1960.000000
Russian Federation.csv,1.000000,2011.000000,0.000000,1960.000000
South Africa.csv,1.000000,2011.000000,0.000000,1960.000000
Sri Lanka.csv,1.000000,2011.000000,0.000000,1960.000000
Thailand.csv,1.000000,2011.000000,0.000000,1960.000000
Turkey.csv,1.000000,2011.000000,0.000000,1960.000000
United Kingdom.csv,1.000000,2011.000000,0.000000,1960.000000
United States.csv,1.000000,2011.000000,0.000000,1960.000000
